T,error,integral,derivada,pwm
52.44,-2.44,135.25,-0.08,0.0
52.5,-2.5,133.25,-0.08,0.0
52.44,-2.44,131.3,0.08,0.0
52.44,-2.44,129.35,0.0,0.0
52.38,-2.38,127.45,0.08,0.0
52.38,-2.38,125.55,0.0,0.0
52.31,-2.31,123.7,0.08,0.0
52.25,-2.25,121.9,0.08,0.0
52.06,-2.06,118.5,0.16,0.0
52.0,-2.0,116.9,0.08,0.0
51.88,-1.88,115.4,0.16,0.0
51.81,-1.81,113.95,0.08,0.0
51.69,-1.69,112.6,0.16,21.0
51.56,-1.56,111.35,0.16,66.0
51.44,-1.44,110.2,0.16,112.0
51.31,-1.31,109.15,0.16,158.0
51.12,-1.12,108.25,0.23,241.0
51.0,-1.0,107.45,0.16,276.0
50.81,-0.81,106.8,0.23,360.0
50.69,-0.69,106.25,0.16,396.0
50.56,-0.56,105.8,0.16,444.0
50.44,-0.44,105.45,0.16,493.0
50.31,-0.31,105.2,0.16,542.0
50.19,-0.19,105.05,0.16,591.0
50.06,-0.06,105.0,0.16,641.0
50.0,0.0,105.0,0.08,654.0
49.94,0.06,105.05,0.08,679.0
49.81,0.19,105.2,0.16,742.0
49.75,0.25,105.4,0.08,756.0
49.69,0.31,105.65,0.08,782.0
49.62,0.38,105.95,0.08,808.0
49.56,0.44,106.3,0.08,834.0
49.5,0.5,106.7,0.08,861.0
49.56,0.44,107.05,-0.08,814.0
49.56,0.44,107.4,0.0,827.0
49.56,0.44,107.75,0.0,828.0
49.62,0.38,108.05,-0.08,793.0
49.62,0.38,108.35,0.0,1023.0
49.75,0.25,108.8,-0.08,746.0
49.81,0.19,108.95,-0.08,722.0
49.88,0.12,109.05,-0.08,697.0
49.94,0.06,109.1,-0.08,672.0
50.0,0.0,109.1,-0.08,647.0
50.12,-0.12,109.0,-0.16,585.0
50.25,-0.25,108.8,-0.16,534.0
50.38,-0.38,108.5,-0.16,483.0
50.5,-0.5,108.1,-0.16,431.0
50.56,-0.56,107.65,-0.08,416.0
50.69,-0.69,107.1,-0.16,352.0
50.81,-0.81,106.45,-0.16,300.0
50.88,-0.88,105.75,-0.08,284.0
50.94,-0.94,105.0,-0.08,256.0
51.06,-1.06,104.15,-0.16,191.0
51.12,-1.12,103.25,-0.08,174.0
51.12,-1.12,102.35,0.0,182.0
51.19,-1.19,101.4,-0.08,141.0
51.19,-1.19,100.45,0.0,149.0
51.19,-1.19,99.5,0.0,146.0
51.25,-1.25,98.5,-0.08,105.0
51.19,-1.19,97.55,0.08,149.0
51.19,-1.19,96.6,0.0,134.0
51.19,-1.19,95.65,0.0,130.0
51.12,-1.12,94.75,0.08,163.0
51.12,-1.12,93.85,0.0,148.0
51.06,-1.06,93.0,0.08,181.0
51.0,-1.0,92.2,0.08,203.0
50.94,-0.94,91.45,0.08,225.0
50.88,-0.88,90.75,0.08,247.0
50.75,-0.75,90.15,0.16,307.0
50.69,-0.69,89.6,0.08,318.0
50.56,-0.56,89.15,0.16,378.0
50.5,-0.5,88.75,0.08,389.0
50.44,-0.44,88.4,0.08,413.0
50.31,-0.31,88.15,0.16,474.0
50.25,-0.25,87.95,0.08,486.0
50.19,-0.19,87.8,0.08,510.0
50.12,-0.12,87.7,0.08,535.0
50.06,-0.06,87.65,0.08,560.0
50.0,0.0,87.65,0.08,585.0
49.94,0.06,87.7,0.08,610.0
49.94,0.06,87.75,0.0,599.0
49.88,0.12,87.85,0.08,636.0
49.88,0.12,87.95,0.0,624.0
49.88,0.12,88.05,0.0,625.0
49.88,0.12,88.15,0.0,625.0
49.88,0.12,88.25,0.0,626.0
49.88,0.12,88.35,0.0,626.0
49.88,0.12,88.45,0.0,626.0
49.81,0.19,88.6,0.08,664.0
49.81,0.19,88.75,0.0,653.0
49.81,0.19,88.9,0.0,653.0
49.81,0.19,89.05,0.0,654.0
49.81,0.19,89.2,0.0,654.0
49.88,0.12,89.3,-0.08,618.0
49.94,0.06,89.35,-0.08,593.0
49.94,0.06,89.4,0.0,605.0
50.0,0.0,89.4,-0.08,568.0
50.06,-0.06,89.35,-0.08,543.0
50.12,-0.12,89.25,-0.08,518.0
50.19,-0.19,89.1,-0.08,492.0
50.25,-0.25,88.9,-0.08,466.0
50.31,-0.31,88.65,-0.08,440.0
50.38,-0.38,88.35,-0.08,414.0
50.44,-0.44,88.0,-0.08,388.0
50.5,-0.5,87.6,-0.08,361.0
50.5,-0.5,87.2,0.0,371.0
50.5,-0.5,86.8,0.0,370.0
50.56,-0.56,86.35,-0.08,331.0
50.56,-0.56,85.9,0.0,341.0
50.56,-0.56,85.45,0.0,339.0
50.62,-0.62,84.95,-0.08,301.0
50.62,-0.62,84.45,0.0,310.0
50.62,-0.62,83.95,0.0,308.0
50.62,-0.62,83.45,0.0,306.0
50.62,-0.62,82.95,0.0,304.0
50.62,-0.62,82.45,0.0,302.0
50.56,-0.56,82.0,0.08,337.0
50.56,-0.56,81.55,0.0,324.0
50.56,-0.56,81.1,0.0,322.0
50.5,-0.5,80.7,0.08,357.0
50.5,-0.5,80.3,0.0,344.0
50.5,-0.5,79.9,0.0,342.0
50.5,-0.5,79.5,0.0,341.0
50.44,-0.44,79.15,0.08,376.0
50.44,-0.44,78.8,0.0,363.0
50.44,-0.44,78.45,0.0,361.0
50.31,-0.31,77.9,0.08,421.0
50.31,-0.31,77.65,0.0,408.0
50.31,-0.31,77.4,0.0,407.0
50.25,-0.25,77.2,0.08,443.0
50.25,-0.25,77.0,0.0,431.0
50.25,-0.25,76.8,0.0,430.0
50.19,-0.19,76.65,0.08,466.0
50.19,-0.19,76.5,0.0,454.0
50.19,-0.19,76.35,0.0,453.0
50.19,-0.19,76.2,0.0,452.0
50.12,-0.12,76.1,0.08,489.0
50.12,-0.12,76.0,0.0,477.0
50.12,-0.12,75.9,0.0,476.0
50.12,-0.12,75.8,0.0,476.0
50.12,-0.12,75.7,0.0,475.0
50.12,-0.12,75.6,0.0,475.0
50.12,-0.12,75.5,0.0,475.0
50.12,-0.12,75.4,0.0,474.0
50.12,-0.12,75.3,0.0,474.0
50.12,-0.12,75.2,0.0,473.0
50.12,-0.12,75.1,0.0,473.0
50.12,-0.12,75.0,0.0,473.0
50.19,-0.19,74.85,-0.08,435.0
50.19,-0.19,74.7,0.0,446.0
50.19,-0.19,74.55,0.0,446.0
50.19,-0.19,74.4,0.0,445.0
50.19,-0.19,74.25,0.0,445.0
50.19,-0.19,74.1,0.0,444.0
50.19,-0.19,73.95,0.0,443.0
50.25,-0.25,73.75,-0.08,406.0
50.25,-0.25,73.55,0.0,417.0
50.25,-0.25,73.35,0.0,416.0
50.25,-0.25,73.15,0.0,415.0
50.31,-0.31,72.9,-0.08,377.0
50.31,-0.31,72.65,0.0,388.0
50.31,-0.31,72.4,0.0,387.0
50.31,-0.31,72.15,0.0,386.0
50.31,-0.31,71.65,0.0,384.0
50.31,-0.31,71.4,0.0,383.0
50.31,-0.31,71.15,0.0,382.0
50.31,-0.31,70.9,0.0,381.0
50.31,-0.31,70.65,0.0,380.0
50.31,-0.31,70.4,0.0,379.0
50.31,-0.31,70.15,0.0,378.0
50.31,-0.31,69.9,0.0,377.0
50.38,-0.38,69.6,-0.08,339.0
50.38,-0.38,69.3,0.0,350.0
50.31,-0.31,69.05,0.08,385.0
50.31,-0.31,68.8,0.0,373.0
50.31,-0.31,68.55,0.0,372.0
50.31,-0.31,68.3,0.0,371.0
50.31,-0.31,68.05,0.0,370.0
50.31,-0.31,67.8,0.0,369.0
50.25,-0.25,67.6,0.08,405.0
50.25,-0.25,67.4,0.0,392.0
50.25,-0.25,67.2,0.0,391.0
50.25,-0.25,67.0,0.0,391.0
50.25,-0.25,66.8,0.0,390.0
50.25,-0.25,66.6,0.0,389.0
50.19,-0.19,66.25,0.08,424.0
50.12,-0.12,66.15,0.08,449.0
50.12,-0.12,66.05,0.0,437.0
50.12,-0.12,65.95,0.0,436.0
50.12,-0.12,65.85,0.0,436.0
50.06,-0.06,65.8,0.08,472.0
50.06,-0.06,65.75,0.0,461.0
50.06,-0.06,65.7,0.0,460.0
50.06,-0.06,65.65,0.0,460.0
50.06,-0.06,65.6,0.0,460.0
50.0,0.0,65.6,0.08,497.0
50.0,0.0,65.6,0.0,485.0
50.06,-0.06,65.55,-0.08,448.0
50.06,-0.06,65.5,0.0,460.0
50.06,-0.06,65.45,0.0,459.0
50.0,0.0,65.45,0.08,496.0
50.0,0.0,65.45,0.0,484.0
49.94,0.06,65.5,0.08,521.0
49.94,0.06,65.55,0.0,510.0
49.94,0.06,65.6,0.0,510.0
49.94,0.06,65.65,0.0,510.0
49.94,0.06,65.7,0.0,510.0
49.94,0.06,65.75,0.0,511.0
49.94,0.06,65.8,0.0,511.0
50.0,0.0,65.85,-0.08,474.0
50.0,0.0,65.85,0.0,486.0
50.06,-0.06,65.8,-0.08,449.0
50.06,-0.06,65.75,0.0,461.0
50.06,-0.06,65.65,0.0,460.0
50.06,-0.06,65.6,0.0,460.0
50.06,-0.06,65.55,0.0,460.0
50.06,-0.06,65.5,0.0,460.0
50.06,-0.06,65.45,0.0,459.0
50.12,-0.12,65.35,-0.08,422.0
50.12,-0.12,65.25,0.0,434.0
50.12,-0.12,65.15,0.0,433.0
50.12,-0.12,65.05,0.0,433.0
50.12,-0.12,64.95,0.0,432.0
50.12,-0.12,64.85,0.0,432.0
49.56,0.44,65.2,0.7,764.0
48.69,1.31,66.25,1.09,1023.0
48.0,2.0,67.85,0.86,1023.0
47.38,2.62,69.95,0.78,1023.0
46.69,3.31,72.6,0.86,1023.0
46.19,3.81,75.65,0.62,1023.0
45.44,4.56,79.3,0.94,1023.0
44.88,5.12,83.4,0.7,1023.0
44.88,5.12,87.5,0.0,1023.0
44.88,5.12,91.6,0.0,1023.0
45.0,5.0,95.6,-0.16,1023.0
45.12,4.88,99.5,-0.16,1023.0
45.25,4.75,103.3,-0.16,1023.0
45.38,4.62,107.0,-0.16,1023.0
45.56,4.44,110.55,-0.23,1023.0
45.69,4.31,114.0,-0.16,1023.0
45.88,4.12,117.3,-0.23,1023.0
46.06,3.94,120.45,-0.23,1023.0
46.25,3.75,123.45,-0.23,1023.0
46.44,3.56,126.3,-0.23,1023.0
46.81,3.19,131.55,-0.23,1023.0
47.0,3.0,133.95,-0.23,1023.0
47.19,2.81,136.2,-0.23,1023.0
47.44,2.56,138.25,-0.31,1023.0
47.69,2.31,140.1,-0.31,1023.0
47.88,2.12,141.8,-0.23,1023.0
48.12,1.88,143.3,-0.31,1023.0
48.31,1.69,144.65,-0.23,1023.0
48.56,1.44,145.8,-0.31,1023.0
48.81,1.19,146.75,-0.31,1023.0
49.0,1.0,147.55,-0.23,1023.0
49.25,0.75,148.15,-0.31,1023.0
49.5,0.5,148.55,-0.31,970.0
49.69,0.31,148.8,-0.23,908.0
50.0,0.0,148.8,-0.39,759.0
50.19,-0.19,148.65,-0.23,707.0
50.44,-0.44,148.3,-0.31,594.0
50.69,-0.69,147.75,-0.31,492.0
50.94,-0.94,147.0,-0.31,389.0
51.19,-1.19,146.05,-0.31,285.0
51.44,-1.44,144.9,-0.31,180.0
51.62,-1.62,143.6,-0.23,112.0
51.81,-1.81,142.15,-0.23,31.0
52.0,-2.0,140.55,-0.23,0.0
52.25,-2.25,138.75,-0.31,0.0
52.38,-2.38,136.85,-0.16,0.0
52.44,-2.44,134.9,-0.08,0.0
52.56,-2.56,132.85,-0.16,0.0
52.62,-2.62,130.75,-0.08,0.0
52.69,-2.69,128.6,-0.08,0.0
52.69,-2.69,126.45,0.0,0.0
52.75,-2.75,124.25,-0.08,0.0
52.75,-2.75,122.05,0.0,0.0
52.69,-2.69,117.75,0.0,0.0
52.62,-2.62,115.65,0.08,0.0
52.56,-2.56,113.6,0.08,0.0
52.5,-2.5,111.6,0.08,0.0
52.44,-2.44,109.65,0.08,0.0
52.31,-2.31,107.8,0.16,0.0
52.19,-2.19,106.05,0.16,0.0
52.12,-2.12,104.35,0.08,0.0
52.0,-2.0,102.75,0.16,0.0
51.94,-1.94,101.2,0.08,0.0
51.81,-1.81,99.75,0.16,0.0
51.69,-1.69,98.4,0.16,0.0
51.56,-1.56,97.15,0.16,10.0
51.44,-1.44,96.0,0.16,55.0
51.31,-1.31,94.95,0.16,101.0
51.19,-1.19,94.0,0.16,147.0
51.06,-1.06,93.15,0.16,194.0
50.94,-0.94,92.4,0.16,241.0
50.75,-0.75,91.8,0.23,325.0
50.62,-0.62,91.3,0.16,361.0
50.5,-0.5,90.9,0.16,410.0
50.31,-0.31,90.65,0.23,495.0
50.12,-0.12,90.55,0.23,570.0
50.0,0.0,90.55,0.16,608.0
49.81,0.19,90.7,0.23,695.0
49.69,0.31,90.95,0.16,735.0
49.62,0.38,91.25,0.08,749.0
49.56,0.44,91.6,0.08,776.0
49.44,0.56,92.05,0.16,839.0
49.31,0.69,93.1,0.08,882.0
49.25,0.75,93.7,0.08,909.0
49.19,0.81,94.35,0.08,937.0
49.19,0.81,95.0,0.0,928.0
49.19,0.81,96.35,-0.08,921.0
49.19,0.81,97.0,0.0,936.0
49.19,0.81,97.65,0.0,938.0
49.25,0.75,98.25,-0.08,904.0
49.38,0.62,98.75,-0.16,844.0
49.44,0.56,99.2,-0.08,833.0
49.5,0.5,99.6,-0.08,809.0
49.62,0.38,99.9,-0.16,749.0
49.75,0.25,100.1,-0.16,699.0
49.88,0.12,100.2,-0.16,650.0
50.0,0.0,100.2,-0.16,600.0
50.06,-0.06,100.15,-0.08,586.0
50.19,-0.19,100.0,-0.16,524.0
50.25,-0.25,99.8,-0.08,510.0
50.31,-0.31,99.55,-0.08,484.0
50.44,-0.44,99.2,-0.16,421.0
50.56,-0.56,98.75,-0.16,369.0
50.62,-0.62,98.25,-0.08,354.0
50.75,-0.75,97.65,-0.16,290.0
50.81,-0.81,97.0,-0.08,274.0
50.88,-0.88,96.3,-0.08,246.0
50.94,-0.94,95.55,-0.08,218.0
51.06,-1.06,94.7,-0.16,153.0
51.12,-1.12,93.8,-0.08,136.0
51.12,-1.12,92.9,0.0,144.0
51.06,-1.06,92.05,0.08,177.0
50.94,-0.94,91.3,0.16,236.0
50.69,-0.69,90.75,0.31,357.0
50.62,-0.62,90.25,0.08,345.0
50.62,-0.62,89.75,0.0,332.0
50.56,-0.56,89.3,0.08,366.0
50.56,-0.56,88.85,0.0,353.0
50.56,-0.56,88.4,0.0,351.0
50.5,-0.5,88.0,0.08,386.0
50.5,-0.5,87.6,0.0,373.0
50.5,-0.5,87.2,0.0,371.0
50.44,-0.44,86.85,0.08,407.0
50.44,-0.44,86.5,0.0,394.0
50.44,-0.44,86.15,0.0,392.0
50.38,-0.38,85.85,0.08,428.0
50.38,-0.38,85.55,0.0,415.0
50.31,-0.31,85.3,0.08,450.0
50.31,-0.31,85.05,0.0,438.0
50.25,-0.25,84.85,0.08,474.0
50.25,-0.25,84.65,0.0,461.0
50.19,-0.19,84.5,0.08,497.0
50.19,-0.19,84.35,0.0,485.0
50.19,-0.19,84.2,0.0,484.0
50.19,-0.19,84.05,0.0,484.0
50.12,-0.12,83.95,0.08,520.0
50.12,-0.12,83.85,0.0,508.0
50.06,-0.06,83.8,0.08,544.0
50.06,-0.06,83.75,0.0,533.0
50.06,-0.06,83.65,0.0,532.0
50.06,-0.06,83.6,0.0,532.0
50.0,0.0,83.6,0.08,569.0
50.0,0.0,83.6,0.0,557.0
50.06,-0.06,83.55,-0.08,520.0
50.06,-0.06,83.5,0.0,532.0
50.06,-0.06,83.45,0.0,531.0
50.06,-0.06,83.4,0.0,531.0
50.06,-0.06,83.35,0.0,531.0
50.06,-0.06,83.3,0.0,531.0
50.12,-0.12,83.2,-0.08,494.0
50.12,-0.12,83.1,0.0,505.0
50.12,-0.12,83.0,0.0,505.0
50.19,-0.19,82.85,-0.08,467.0
50.19,-0.19,82.7,0.0,478.0
50.25,-0.25,82.5,-0.08,441.0
50.25,-0.25,82.3,0.0,452.0
50.31,-0.31,82.05,-0.08,414.0
50.31,-0.31,81.8,0.0,425.0
50.31,-0.31,81.55,0.0,424.0
50.38,-0.38,81.25,-0.08,386.0
50.38,-0.38,80.95,0.0,396.0
50.38,-0.38,80.65,0.0,395.0
50.38,-0.38,80.35,0.0,394.0
50.44,-0.44,80.0,-0.08,356.0
50.44,-0.44,79.65,0.0,366.0
50.5,-0.5,79.25,-0.08,328.0
50.5,-0.5,78.85,0.0,338.0
50.5,-0.5,78.45,0.0,336.0
50.5,-0.5,77.65,0.0,333.0
50.5,-0.5,77.25,0.0,332.0
50.5,-0.5,76.85,0.0,330.0
50.44,-0.44,76.5,0.08,365.0
50.44,-0.44,76.15,0.0,352.0
50.38,-0.38,75.85,0.08,388.0
50.31,-0.31,75.6,0.08,412.0
50.25,-0.25,75.4,0.08,436.0
50.25,-0.25,75.2,0.0,423.0
50.19,-0.19,75.05,0.08,459.0
50.19,-0.19,74.9,0.0,447.0
50.19,-0.19,74.75,0.0,447.0
50.19,-0.19,74.6,0.0,446.0
50.19,-0.19,74.45,0.0,445.0
50.19,-0.19,74.3,0.0,445.0
50.19,-0.19,74.15,0.0,444.0
50.12,-0.12,74.05,0.08,480.0
50.12,-0.12,73.95,0.0,468.0
50.12,-0.12,73.85,0.0,468.0
50.19,-0.19,73.7,-0.08,431.0
50.19,-0.19,73.55,0.0,442.0
50.25,-0.25,73.35,-0.08,404.0
50.25,-0.25,73.15,0.0,415.0
50.25,-0.25,72.95,0.0,414.0
50.25,-0.25,72.75,0.0,414.0
50.25,-0.25,72.55,0.0,413.0
50.25,-0.25,72.35,0.0,412.0
50.19,-0.19,72.2,0.08,448.0
50.19,-0.19,72.05,0.0,436.0
50.19,-0.19,71.9,0.0,435.0
50.25,-0.25,71.7,-0.08,398.0
50.25,-0.25,71.5,0.0,409.0
50.25,-0.25,71.3,0.0,408.0
50.25,-0.25,71.1,0.0,407.0
50.25,-0.25,70.9,0.0,406.0
50.25,-0.25,70.7,0.0,405.0
50.25,-0.25,70.5,0.0,405.0
50.25,-0.25,70.3,0.0,404.0
50.25,-0.25,70.1,0.0,403.0
50.25,-0.25,69.9,0.0,402.0
50.25,-0.25,69.7,0.0,401.0
50.25,-0.25,69.5,0.0,401.0
50.25,-0.25,69.1,0.0,399.0
50.25,-0.25,68.9,0.0,398.0
50.25,-0.25,68.7,0.0,397.0
50.25,-0.25,68.5,0.0,397.0
50.25,-0.25,68.3,0.0,396.0
50.25,-0.25,68.1,0.0,395.0
50.25,-0.25,67.9,0.0,394.0
50.25,-0.25,67.7,0.0,393.0
50.25,-0.25,67.5,0.0,393.0
50.25,-0.25,67.3,0.0,392.0
50.25,-0.25,67.1,0.0,391.0
50.19,-0.19,66.95,0.08,427.0
50.25,-0.25,66.75,-0.08,378.0
50.25,-0.25,66.55,0.0,389.0
50.19,-0.19,66.4,0.08,425.0
50.19,-0.19,66.25,0.0,413.0
50.19,-0.19,66.1,0.0,412.0
50.19,-0.19,65.95,0.0,411.0
50.19,-0.19,65.8,0.0,411.0
50.19,-0.19,65.65,0.0,410.0
50.19,-0.19,65.5,0.0,410.0
50.19,-0.19,65.35,0.0,409.0
50.19,-0.19,65.2,0.0,408.0
50.19,-0.19,65.05,0.0,408.0
50.19,-0.19,64.9,0.0,407.0
50.19,-0.19,64.75,0.0,407.0
50.19,-0.19,64.6,0.0,406.0
50.19,-0.19,64.45,0.0,405.0
50.19,-0.19,64.3,0.0,405.0
50.19,-0.19,64.15,0.0,404.0
50.25,-0.25,63.95,-0.08,367.0
50.25,-0.25,63.75,0.0,378.0
50.19,-0.19,63.6,0.08,414.0
50.19,-0.19,63.25,0.08,412.0
50.19,-0.19,63.1,0.0,400.0
50.12,-0.12,62.85,0.08,436.0
50.12,-0.12,62.75,0.0,424.0
50.06,-0.06,62.7,0.08,460.0
50.06,-0.06,62.65,0.0,448.0
50.06,-0.06,62.6,0.0,448.0
50.06,-0.06,62.5,0.0,448.0
50.06,-0.06,62.45,0.0,447.0
50.06,-0.06,62.4,0.0,447.0
50.06,-0.06,62.35,0.0,447.0
50.06,-0.06,62.3,0.0,447.0
50.06,-0.06,62.25,0.0,447.0
50.06,-0.06,62.2,0.0,446.0
50.06,-0.06,62.15,0.0,446.0
50.12,-0.12,62.0,-0.08,409.0
50.06,-0.06,61.95,0.08,457.0
50.12,-0.12,61.85,-0.08,408.0
50.12,-0.12,61.75,0.0,420.0
50.12,-0.12,61.65,0.0,419.0
50.12,-0.12,61.55,0.0,419.0
50.12,-0.12,61.45,0.0,418.0
50.12,-0.12,61.35,0.0,418.0
50.12,-0.12,61.25,0.0,418.0
50.12,-0.12,61.15,0.0,417.0
50.06,-0.06,61.1,0.08,454.0
50.12,-0.12,61.0,-0.08,405.0
50.12,-0.12,60.9,0.0,416.0
50.12,-0.12,60.8,0.0,416.0
50.12,-0.12,60.7,0.0,415.0
50.12,-0.12,60.6,0.0,415.0
50.12,-0.12,60.5,0.0,415.0
50.12,-0.12,60.4,0.0,414.0
50.12,-0.12,60.3,0.0,414.0
50.12,-0.12,60.2,0.0,413.0
50.12,-0.12,60.1,0.0,413.0
50.06,-0.06,60.05,0.08,449.0
50.12,-0.12,59.95,-0.08,401.0
49.94,0.06,60.0,0.23,523.0
48.81,1.19,60.95,1.41,1023.0
48.0,2.0,62.55,1.02,1023.0
47.19,2.81,64.8,1.02,1023.0
46.81,3.19,69.85,0.08,1023.0
46.75,3.25,72.45,0.08,1023.0
46.81,3.19,75.0,-0.08,1023.0
46.88,3.12,77.5,-0.08,1023.0
46.94,3.06,79.95,-0.08,1023.0
47.0,3.0,82.35,-0.08,1023.0
47.06,2.94,84.7,-0.08,1023.0
47.19,2.81,86.95,-0.16,1023.0
47.31,2.69,89.1,-0.16,1023.0
47.44,2.56,91.15,-0.16,1023.0
47.56,2.44,93.1,-0.16,1023.0
47.69,2.31,94.95,-0.16,1023.0
47.81,2.19,96.7,-0.16,1023.0
48.0,2.0,98.3,-0.23,1023.0
48.19,1.81,99.75,-0.23,1023.0
48.38,1.62,101.05,-0.23,1023.0
48.5,1.5,102.25,-0.16,1023.0
48.75,1.25,103.25,-0.31,1023.0
48.94,1.06,104.1,-0.23,1023.0
49.12,0.88,104.8,-0.23,957.0
49.31,0.69,105.35,-0.23,884.0
49.56,0.44,105.7,-0.31,773.0
49.75,0.25,105.9,-0.23,711.0
49.94,0.06,105.95,-0.23,636.0
50.19,-0.19,105.8,-0.31,524.0
50.62,-0.62,105.0,-0.31,346.0
50.88,-0.88,104.3,-0.31,243.0
51.06,-1.06,103.45,-0.23,176.0
51.25,-1.25,102.45,-0.23,97.0
51.38,-1.38,101.35,-0.16,54.0
51.5,-1.5,100.15,-0.16,0.0
51.62,-1.62,98.85,-0.16,0.0
51.75,-1.75,97.45,-0.16,0.0
51.81,-1.81,96.0,-0.08,0.0
51.94,-1.94,94.45,-0.16,0.0
51.94,-1.94,92.9,0.0,0.0
52.0,-2.0,91.3,-0.08,0.0
52.0,-2.0,89.7,0.0,0.0
52.06,-2.06,88.05,-0.08,0.0
52.0,-2.0,86.45,0.08,0.0
52.0,-2.0,84.85,0.0,0.0
51.94,-1.94,81.7,0.08,0.0
51.88,-1.88,80.2,0.08,0.0
51.81,-1.81,78.75,0.08,0.0
51.62,-1.62,76.05,0.16,0.0
51.56,-1.56,74.8,0.08,0.0
51.5,-1.5,73.6,0.08,0.0
51.38,-1.38,72.5,0.16,0.0
51.25,-1.25,71.5,0.16,32.0
51.19,-1.19,70.55,0.08,41.0
51.06,-1.06,69.7,0.16,100.0
50.94,-0.94,68.95,0.16,147.0
50.75,-0.75,68.35,0.23,231.0
50.62,-0.62,67.85,0.16,267.0
50.5,-0.5,67.45,0.16,316.0
50.38,-0.38,67.15,0.16,365.0
50.25,-0.25,66.95,0.16,414.0
50.12,-0.12,66.85,0.16,463.0
50.0,0.0,66.85,0.16,513.0
49.88,0.12,66.95,0.16,564.0
49.81,0.19,67.1,0.08,578.0
49.69,0.31,67.35,0.16,640.0
49.62,0.38,67.65,0.08,655.0
49.56,0.44,68.0,0.08,681.0
49.44,0.56,68.45,0.16,745.0
49.38,0.62,68.95,0.08,760.0
49.38,0.62,69.45,0.0,750.0
49.31,0.69,70.0,0.08,789.0
49.25,0.75,70.6,0.08,817.0
49.25,0.75,71.2,0.0,807.0
49.25,0.75,71.8,0.0,810.0
49.25,0.75,72.4,0.0,812.0
49.25,0.75,73.0,0.0,815.0
49.31,0.69,73.55,-0.08,780.0
49.38,0.62,74.05,-0.08,757.0
49.44,0.56,74.5,-0.08,734.0
49.56,0.44,75.3,-0.16,675.0
49.62,0.38,75.6,-0.08,663.0
49.75,0.25,75.8,-0.16,602.0
49.81,0.19,75.95,-0.08,590.0
49.94,0.06,76.0,-0.16,528.0
50.06,-0.06,75.95,-0.16,478.0
50.06,-0.06,75.9,0.0,501.0
50.19,-0.19,75.75,-0.16,427.0
50.25,-0.25,75.55,-0.08,413.0
50.31,-0.31,75.3,-0.08,387.0
50.44,-0.44,74.95,-0.16,324.0
50.56,-0.56,74.1,-0.08,282.0
50.69,-0.69,73.55,-0.16,218.0
50.69,-0.69,73.0,0.0,240.0
50.81,-0.81,72.35,-0.16,163.0
50.88,-0.88,71.65,-0.08,147.0
50.88,-0.88,70.95,0.0,156.0
50.94,-0.94,70.2,-0.08,117.0
50.94,-0.94,69.45,0.0,125.0
50.94,-0.94,68.7,0.0,122.0
50.94,-0.94,67.95,0.0,119.0
50.94,-0.94,67.2,0.0,116.0
50.88,-0.88,66.5,0.08,150.0
50.81,-0.81,65.85,0.08,173.0
50.75,-0.75,65.25,0.08,195.0
50.69,-0.69,64.7,0.08,218.0
50.62,-0.62,64.2,0.08,241.0
50.56,-0.56,63.75,0.08,264.0
50.56,-0.56,63.3,0.0,251.0
50.38,-0.38,63.0,0.23,360.0
50.38,-0.38,62.7,0.0,323.0
50.25,-0.25,62.5,0.16,396.0
50.19,-0.19,62.35,0.08,409.0
50.12,-0.12,62.25,0.08,433.0
50.06,-0.06,62.2,0.08,458.0
50.0,0.0,62.2,0.08,483.0
49.88,0.12,62.3,0.16,545.0
49.81,0.19,62.45,0.08,559.0
49.75,0.25,62.65,0.08,585.0
49.69,0.31,62.9,0.08,611.0
49.62,0.38,63.2,0.08,637.0
49.56,0.44,63.55,0.08,663.0
49.56,0.44,63.9,0.0,653.0
49.56,0.44,64.25,0.0,655.0
49.56,0.44,64.6,0.0,656.0
49.56,0.44,65.3,0.0,659.0
49.62,0.38,65.6,-0.08,623.0
49.62,0.38,65.9,0.0,636.0
49.69,0.31,66.15,-0.08,600.0
49.69,0.31,66.4,0.0,613.0
49.69,0.31,66.65,0.0,614.0
49.75,0.25,66.85,-0.08,578.0
49.75,0.25,67.05,0.0,591.0
49.75,0.25,67.25,0.0,592.0
49.81,0.19,67.4,-0.08,555.0
49.88,0.12,67.5,-0.08,531.0
49.94,0.06,67.55,-0.08,506.0
50.0,0.0,67.55,-0.08,481.0
50.0,0.0,67.55,0.0,493.0
50.06,-0.06,67.5,-0.08,456.0
50.12,-0.12,67.4,-0.08,430.0
50.12,-0.12,67.3,0.0,442.0
50.19,-0.19,67.15,-0.08,404.0
50.25,-0.25,66.95,-0.08,379.0
50.25,-0.25,66.75,0.0,390.0
50.31,-0.31,66.5,-0.08,352.0
50.38,-0.38,66.2,-0.08,326.0
50.44,-0.44,65.85,-0.08,299.0
50.44,-0.44,65.5,0.0,310.0
50.5,-0.5,65.1,-0.08,271.0
50.5,-0.5,64.7,0.0,281.0
50.56,-0.56,64.25,-0.08,243.0
50.56,-0.56,63.8,0.0,253.0
50.56,-0.56,63.35,0.0,251.0
50.56,-0.56,62.9,0.0,249.0
50.56,-0.56,62.45,0.0,247.0
50.56,-0.56,62.0,0.0,246.0
